"","Site_ID","GS","pTE_psi_to_ET","plag_psi_to_ET","aggTE_psi_to_ET","mem1_psi_to_ET","mem2_psi_to_ET","mem3_psi_to_ET","mem4_psi_to_ET","mem5_psi_to_ET","pTE_VPD_to_ET","plag_VPD_to_ET","aggTE_VPD_to_ET","mem1_VPD_to_ET","mem2_VPD_to_ET","mem3_VPD_to_ET","mem4_VPD_to_ET","mem5_VPD_to_ET","pTE_TA_to_ET","plag_TA_to_ET","aggTE_TA_to_ET","mem1_TA_to_ET","mem2_TA_to_ET","mem3_TA_to_ET","mem4_TA_to_ET","mem5_TA_to_ET","pTE_ET_to_psi","plag_ET_to_psi","aggTE_ET_to_psi","mem1_ET_to_psi","mem2_ET_to_psi","mem3_ET_to_psi","mem4_ET_to_psi","mem5_ET_to_psi","pTE_VPD_to_psi","plag_VPD_to_psi","aggTE_VPD_to_psi","mem1_VPD_to_psi","mem2_VPD_to_psi","mem3_VPD_to_psi","mem4_VPD_to_psi","mem5_VPD_to_psi","pTE_TA_to_psi","plag_TA_to_psi","aggTE_TA_to_psi","mem1_TA_to_psi","mem2_TA_to_psi","mem3_TA_to_psi","mem4_TA_to_psi","mem5_TA_to_psi","pTE_ET_to_VPD","plag_ET_to_VPD","aggTE_ET_to_VPD","mem1_ET_to_VPD","mem2_ET_to_VPD","mem3_ET_to_VPD","mem4_ET_to_VPD","mem5_ET_to_VPD","pTE_psi_to_VPD","plag_psi_to_VPD","aggTE_psi_to_VPD","mem1_psi_to_VPD","mem2_psi_to_VPD","mem3_psi_to_VPD","mem4_psi_to_VPD","mem5_psi_to_VPD","pTE_TA_to_VPD","plag_TA_to_VPD","aggTE_TA_to_VPD","mem1_TA_to_VPD","mem2_TA_to_VPD","mem3_TA_to_VPD","mem4_TA_to_VPD","mem5_TA_to_VPD","pTE_ET_to_TA","plag_ET_to_TA","aggTE_ET_to_TA","mem1_ET_to_TA","mem2_ET_to_TA","mem3_ET_to_TA","mem4_ET_to_TA","mem5_ET_to_TA","pTE_psi_to_TA","plag_psi_to_TA","aggTE_psi_to_TA","mem1_psi_to_TA","mem2_psi_to_TA","mem3_psi_to_TA","mem4_psi_to_TA","mem5_psi_to_TA","pTE_VPD_to_TA","plag_VPD_to_TA","aggTE_VPD_to_TA","mem1_VPD_to_TA","mem2_VPD_to_TA","mem3_VPD_to_TA","mem4_VPD_to_TA","mem5_VPD_to_TA"
"87","US-CS8","NGS",NA,NA,NA,NA,NA,NA,NA,NA,14.0769587039718,0,134.219550829291,6,6,6,36,6,14.1193270588249,0,173.068409207509,8,8,8,32,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7731816459285,0,103.048376865317,6,6,6,35,6,NA,NA,NA,NA,NA,NA,NA,NA,26.8156531457815,0,117.274894364824,1,1,1,30,1,10.9754262767088,0,20.4255797646766,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,21.0561398767874,0,41.9666543839999,1,1,1,6,1
"88","US-Cst","FT",0.897225763370487,0,14.1528564295127,8,8,8,59,8,8.50875061667944,0,49.9419698638121,72,73,72,72,72,5.45440096087558,0,33.6491541381654,72,73,72,72,72,2.73725191959127,1,46.7738428095841,72,73,72,72,72,3.52594925399417,1,46.4031173831132,72,73,72,72,72,5.99851104281754,0,51.1765821841443,72,73,72,72,72,7.82854841151526,0,47.272346260741,17,17,17,69,17,0.835937022182866,0,12.623673111838,16,16,16,59,16,12.6308861756406,0,35.3992549982511,72,73,72,72,72,4.02166319562942,0,26.6194470230047,17,17,17,67,17,1.34897590042153,0,10.4293587425334,11,11,11,36,11,11.8945394210092,0,33.0319616380701,39,39,39,67,39
"89","US-Cst","GS",1.18514192813453,0,14.0412643935504,6,6,6,39,6,8.59663107885894,0,56.3612387774127,14,14,14,64,14,6.40264428856217,0,39.5178808941299,13,13,13,60,13,4.50862408927967,4,80.152504472537,72,73,72,72,72,6.21228652767272,1,80.08315562294,72,73,72,72,72,9.23023648277341,0,85.333715152349,72,73,72,72,72,8.94443283862556,0,64.529919828749,18,18,18,68,18,1.41334563891598,0,13.3301375945722,7,7,7,48,7,16.0224523429875,0,48.9382383650174,16,16,16,67,16,5.75907253095617,0,42.3611053882598,17,17,17,68,17,2.11454840424572,0,20.6303171211016,30,30,30,55,30,15.5102625833209,0,50.8772547719454,37,37,37,66,37
"90","US-Cst","NGS",1.42874378228371,18,28.4558940383357,37,37,19,71,37,10.0726161425361,0,70.1899568672863,72,73,72,72,72,6.34942184764928,0,56.7033639247233,72,73,72,72,72,1.36000556993668,1,27.6546332011901,72,73,72,72,72,1.50242739620295,2,26.7249048332855,72,73,72,72,72,2.26466102898298,0,29.2831328871947,72,73,72,72,72,7.45677775291792,0,51.8494607144548,42,42,42,71,42,0.909394586956528,0,14.7574319318766,9,9,9,37,9,11.2420938547447,0,42.4457026393688,35,35,35,68,35,3.91890814778757,0,25.8669349734523,9,9,9,49,9,1.3272850853703,0,6.94658243616855,7,7,7,14,7,12.0287572931904,0,31.5982052121428,7,7,7,47,7
"91","US-DFC","FT",1.43711685797833,0,27.2202399650958,72,73,72,72,72,4.22142128433714,0,56.7166703695331,72,73,72,72,72,2.89432352319123,0,30.40088137284,72,73,72,72,72,2.41196110212218,0,46.7654149766288,72,73,72,72,72,2.39226066504993,1,44.0100307172141,72,73,72,72,72,2.78259163001904,1,47.732661489098,72,73,72,72,72,4.01455700085662,0,60.0448144738684,72,73,72,72,72,1.02322981675193,0,19.9784752482078,20,20,20,69,20,17.4207146537725,0,43.6134634481975,72,73,72,72,72,1.8849294835419,0,23.1380761223547,72,73,72,72,72,1.00702642460391,0,11.8360143561896,7,7,7,35,7,12.5910828503402,0,36.1663216999079,72,73,72,72,72
"92","US-DFC","GS",2.20134290784193,0,10.3087579169204,1,1,1,15,1,3.56215827377354,0,32.7453075726246,12,12,12,59,12,3.8702837917317,0,33.801945113403,10,10,10,53,10,3.0944698401381,0,61.225753514543,39,39,39,71,39,2.65006259718898,1,49.71832428206,18,18,17,71,18,3.35697626306027,0,63.0476520566807,72,73,72,72,72,3.66004639702223,0,52.0344295422821,29,29,29,67,29,2.15922343685496,0,20.8560988383189,2,2,2,32,2,24.8533427618607,0,71.7738079114005,39,39,39,71,39,3.58467525616878,0,45.1932659424638,9,9,9,69,9,1.9964111145212,0,19.4489838753823,6,6,6,24,6,20.1058848016605,0,61.2365670794969,28,28,28,64,28
"93","US-DFC","NGS",1.75434855116204,5,36.0201841880617,72,73,72,72,72,4.78170170130766,0,68.2261722104674,72,73,72,72,72,2.95658667437695,0,41.3092119433149,72,73,72,72,72,2.93653946510484,2,59.0701476953827,72,73,72,72,72,2.64208280646163,21,56.7982909509921,72,73,72,72,72,2.7246612639937,0,54.4951428912815,72,73,72,72,72,3.80545116735689,0,53.9645399335261,72,73,72,72,72,1.24839316235498,0,25.7999386785786,41,41,41,70,41,16.0280599628671,0,49.9070348160775,72,73,72,72,72,1.95428248345953,0,25.4885506811798,14,14,14,61,14,1.32802489893647,0,11.5808747028295,3,3,3,23,3,12.6177344012623,0,43.7235343780758,72,73,72,72,72
"94","US-DS3","FT",1.06457078837622,18,19.262753102747,0,5,3,66,21,4.81053948894163,0,50.5392144781748,72,73,72,72,72,2.72228410542129,0,38.0012345698133,14,14,14,71,14,3.07447937072361,3,60.5922212236471,72,73,72,72,72,3.36182167188487,18,69.8738652330694,72,73,72,72,72,3.52188571534953,0,77.597505198482,72,73,72,72,72,4.62948438801971,0,46.7289000542044,38,38,38,68,38,0.998623095782509,4,12.9911059989816,0,1,1,58,5,22.2702767742554,0,66.3747755732264,38,38,38,71,38,2.14291031064367,0,14.7670601722652,6,6,6,20,6,1.04186655098308,1,10.6186973252409,3,3,2,41,3,18.8301995354051,0,55.1635765085596,36,36,36,68,36
"95","US-DS3","GS",2.44424930164896,3,9.50789958800469,0,1,1,7,4,8.28922346739593,0,85.8075539822364,9,9,9,62,9,5.83292558659468,0,81.3939873157301,11,11,11,62,11,5.75726928471251,20,124.073695393922,72,73,72,72,72,6.4442905598766,23,143.829078456589,72,73,72,72,72,6.35911107085379,21,137.069163059272,72,73,72,72,72,7.80182990351272,0,63.4162754365269,11,11,11,42,11,NA,NA,NA,NA,NA,NA,NA,NA,28.6359681847502,0,122.77295744824,37,37,37,68,37,4.46849852927776,0,47.9613850850365,8,8,8,24,8,NA,NA,NA,NA,NA,NA,NA,NA,28.3071561917913,0,118.180192291128,31,31,31,54,31
"96","US-DS3","NGS",1.30752484940662,5,1.30752484940662,0,1,1,0,6,5.18936431619893,0,58.7765341016757,11,11,11,65,11,3.45233957968172,0,58.7954037069467,72,73,72,72,72,2.71534669879255,23,56.3148002581375,61,61,38,71,61,3.77007238780368,22,77.6634258287914,72,73,72,72,72,4.43135911815604,10,98.4621446561614,72,73,72,72,72,4.30557223273937,0,44.0450392099598,12,12,12,51,12,1.5209441563573,6,18.5507473202025,3,5,3,36,9,20.8464038450229,0,75.7400805698858,43,43,43,71,43,2.39472317634726,0,21.7281268325148,2,2,2,36,2,1.65707017313455,0,35.6593680308354,72,73,72,72,72,17.3188235115284,0,64.3069448733598,28,28,28,69,28
"97","US-Fmf","FT",1.18751849499667,23,20.3076031623796,72,73,72,72,72,4.62285216475555,0,41.2957861943464,72,73,72,72,72,3.53339777583027,0,31.9733210925502,72,73,72,72,72,2.66094603156779,1,43.6155041162544,72,73,72,72,72,3.35372275815899,0,47.0524179230228,72,73,72,72,72,3.13348067988097,0,45.6165983923319,72,73,72,72,72,4.6018702356226,0,39.4826190539868,72,73,72,72,72,1.20109014259947,0,17.9296587511693,72,73,72,72,72,34.8485902422842,0,60.0766290838825,72,73,72,72,72,2.53725825622903,0,21.7891180437992,72,73,72,72,72,0.9722150345248,0,13.7185132669481,72,73,72,72,72,25.2142496186961,0,45.3061329192762,72,73,72,72,72
"98","US-Fmf","GS",1.32696816354471,23,22.017183111613,72,73,72,72,72,4.69111796983568,0,41.8776719763064,72,73,72,72,72,4.20733895963393,0,38.4668255183422,38,38,38,70,38,3.38942740331276,1,56.5865486202255,72,73,72,72,72,4.45776988100068,0,61.7990377950748,72,73,72,72,72,4.59943329293961,0,63.6698786378678,72,73,72,72,72,4.67445827325171,0,36.0396771755005,13,13,13,68,13,1.51172467823336,0,21.1985655348975,72,73,72,72,72,39.1426916342959,0,68.5888107049155,1,1,1,71,1,3.28913710595749,0,28.228801804172,10,10,10,68,10,1.36533458703842,0,18.1194732789052,72,73,72,72,72,32.3589285336679,0,58.602899146811,72,73,72,72,72
"99","US-Fmf","NGS",1.7235429869169,23,19.2858151091383,7,12,8,40,31,4.65450196172225,0,61.1793559966578,72,73,72,72,72,3.52748792065131,0,55.8068656075501,72,73,72,72,72,2.62691093839555,0,25.5754554232904,6,6,6,42,6,3.16321425170035,2,59.8904932124271,72,73,72,72,72,3.15190326544657,3,61.304917760889,72,73,72,72,72,3.7246752864412,0,39.4109915976554,11,11,11,60,11,1.50249371701569,5,19.5208555158793,8,8,3,37,8,28.4420842041391,0,70.1929938147853,1,1,1,66,1,2.44942533989556,0,22.0292986042702,3,3,3,34,3,1.34975568661117,21,3.96654194749656,0,3,1,5,22,25.6569522047531,0,61.2320986471662,1,1,1,57,1
"100","US-Fuf","FT",1.2965479437909,23,21.7094799407883,72,73,72,72,72,4.1012409113225,0,38.0625711253745,72,73,72,72,72,3.31229578852931,0,30.8381204223793,72,73,72,72,72,3.02973734836819,1,44.7414146896124,72,73,72,72,72,3.02580715967834,0,41.3764867890133,72,73,72,72,72,2.88707506017147,0,39.7318825007818,72,73,72,72,72,3.93885445365041,0,34.1489058290418,72,73,72,72,72,1.16141874868732,0,16.7017143513067,72,73,72,72,72,34.9196368389307,0,58.9386121075254,72,73,72,72,72,2.15528010188684,0,20.9267964543094,72,73,72,72,72,0.913214071548432,0,12.1299961286333,9,9,9,60,9,27.4746244488589,0,47.4812805109903,72,73,72,72,72
"101","US-Fuf","GS",1.33623322256816,1,20.6505921624387,13,13,12,58,13,4.4908947311067,0,40.3768289136836,36,36,36,70,36,3.79191877638005,0,37.7713469632473,72,73,72,72,72,3.69570696714561,1,58.4032320188685,72,73,72,72,72,3.96368026786482,0,53.6036169779427,72,73,72,72,72,4.42104747317053,0,55.9474172578739,72,73,72,72,72,4.24255072896834,0,34.2097834405892,14,14,14,64,14,1.46166089771756,0,15.1118340493929,9,9,9,52,9,37.8583054221112,0,68.1293675680369,1,1,1,71,1,2.98100454964059,0,22.7526839943343,8,8,8,59,8,1.32712131196996,0,13.2412644596811,7,7,7,46,7,32.6727777296379,0,57.6970744457044,1,1,1,68,1
"102","US-Fuf","NGS",1.32042254306292,22,26.8034979212622,38,38,16,71,38,4.33848103001778,0,52.8673698053914,13,13,13,71,13,3.02520813694784,0,47.0200669973603,72,73,72,72,72,1.90198698896266,3,33.4391785833215,58,58,55,70,58,1.93622591336465,4,41.8595273214683,72,73,72,72,72,1.88975601717212,5,38.6871247564792,72,73,72,72,72,3.54974536566632,0,31.1265789658686,10,10,10,54,10,1.13676235837288,21,20.3941025440566,6,32,22,65,43,29.0843950846664,0,64.6585189418693,1,1,1,60,1,2.15784997269137,0,23.6550814486602,5,5,5,47,5,0.997856750474755,4,10.9194075745089,0,5,2,37,6,25.9664073637364,0,62.1250781835466,1,1,1,59,1
"103","US-Fwf","FT",1.03789579712025,0,16.489156865814,72,73,72,72,72,5.00272654022833,0,40.3382768781278,72,73,72,72,72,3.58432645378467,0,29.2584390983857,72,73,72,72,72,2.85385201268893,0,45.5942524000165,72,73,72,72,72,2.58379255936594,0,47.7519625072876,72,73,72,72,72,2.430619398458,1,46.3394023565038,72,73,72,72,72,4.03387478050077,0,30.0812458684203,72,73,72,72,72,0.693155182267754,0,11.9296956325582,63,63,63,71,63,34.9990296978266,0,54.122445823705,1,1,1,71,1,2.31087762094128,0,16.9517903947011,72,73,72,72,72,0.54898330623314,0,4.94278339777794,3,3,3,38,3,29.263665187542,0,45.5941527492238,1,1,1,71,1
"104","US-Fwf","GS",1.69135550204991,0,22.1209851443025,11,11,11,58,11,5.76241968980262,0,48.5050366181563,12,12,12,71,12,5.16798032597567,0,46.1201996050739,72,73,72,72,72,2.7288843078456,1,46.5173446220641,72,73,72,72,72,2.88918051279866,0,49.5373713618649,72,73,72,72,72,2.58746960441182,0,48.1455779106128,72,73,72,72,72,4.77228771181966,0,30.8449974528955,11,11,11,58,11,1.15974790107731,0,17.5016777719447,11,11,11,53,11,39.7237404800409,0,70.426766767234,1,1,1,71,1,3.71992732138977,0,31.4465852942026,55,55,55,71,55,1.07754220763356,0,9.19309637010871,4,4,4,34,4,37.6405075469079,0,66.976328669524,1,1,1,71,1
"105","US-Fwf","NGS",1.00090997227642,0,13.4893091294923,9,9,9,44,9,4.37816354942502,0,37.6612149860387,72,73,72,72,72,3.06932954798367,0,36.5403844657355,72,73,72,72,72,3.05113657640578,1,52.5669406670096,72,73,72,72,72,2.75452890734845,3,57.7382700596494,72,73,72,72,72,3.59643319907893,7,68.6930073338802,72,73,72,72,72,3.71147270315613,0,28.6071962474584,33,33,33,70,33,0.620239425208227,18,3.00347192538866,0,4,4,19,22,32.6684251113932,0,63.4209029492559,1,1,1,71,1,2.2017512427316,0,13.3528326145054,6,6,6,44,6,0.765396660395399,19,11.334610548724,2,14,5,44,24,28.1307709663886,0,55.0042246512412,1,1,1,70,1
"106","US-GLE","FT",0.325700028252485,22,6.58088803694386,72,73,72,72,72,2.66025076355964,0,17.6124795932097,72,73,72,72,72,2.23022923668407,0,11.3355985501525,72,73,72,72,72,0.688675407753753,9,14.4042024991859,72,73,72,72,72,0.687737477212922,7,15.2752528574836,72,73,72,72,72,0.683570905729971,6,14.9548592543373,72,73,72,72,72,3.02908311938172,0,19.1379184593291,72,73,72,72,72,0.33012131814335,13,7.40458555482469,72,73,72,72,72,24.7398685830985,0,37.2840962091946,72,73,72,72,72,2.10953332536751,0,9.89237816314926,43,43,43,70,43,0.24554622442827,0,4.97550440096292,7,7,7,69,7,18.55923796373,0,31.2999380040518,72,73,72,72,72
"107","US-GLE","GS",0.71748705099734,15,15.5263758898697,4,67,57,70,72,4.74383855744407,0,28.9567311230114,12,12,12,65,12,4.58519979520684,0,27.2172190698936,35,35,35,66,35,1.68151180077055,11,34.0820764476479,72,73,72,72,72,1.53612506139273,0,34.7135175542519,72,73,72,72,72,1.56801386469151,3,34.5467021520884,72,73,72,72,72,4.29580968316528,0,27.9310409777148,19,19,19,65,19,0.696216536333963,17,13.5470350516138,4,18,8,61,25,34.1314829160001,0,48.8067494068474,1,1,1,53,1,3.83761567018619,0,22.3547731186546,11,11,11,68,11,0.697026890985751,13,14.2822947613976,20,20,7,66,20,33.7828298805032,0,52.2616387617694,12,12,12,61,12
"108","US-GLE","NGS",0.342930276214688,20,7.6258092296367,34,34,14,69,34,1.6629062073088,0,12.5506418058963,72,73,72,72,72,1.3923753566561,0,10.9934234144778,72,73,72,72,72,0.895113947927656,9,19.3668318245665,72,73,72,72,72,0.887757902674544,0,19.5697709035298,72,73,72,72,72,0.962477019858736,0,21.1729366153974,72,73,72,72,72,2.18057573695592,0,13.6526596567622,72,73,72,72,72,0.420523177259656,8,8.58775029074668,12,12,4,71,12,20.5861968169119,0,34.9873158679758,72,73,72,72,72,1.47307859876096,0,8.55121048103043,16,16,16,66,16,0.305787191044882,9,4.13652094424317,2,8,3,41,12,15.8378503286448,0,27.6055443464937,72,73,72,72,72
"109","US-Ha1","FT",NA,NA,NA,NA,NA,NA,NA,NA,4.72518667793,0,24.6390637159146,72,73,72,72,72,2.49074573249305,0,10.1124164324791,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07401097019499,0,23.2733779030882,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,11.248956754147,0,17.9608556138545,72,73,72,72,72,1.68533565704125,0,7.66016960487499,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,9.47199409270251,0,15.6347616049594,72,73,72,72,72
"110","US-Ha1","GS",NA,NA,NA,NA,NA,NA,NA,NA,5.38265486410498,0,25.5317191234781,72,73,72,72,72,3.95710165767139,0,16.149884189217,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97616289907202,0,26.2108211254453,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,14.4233382394774,0,25.4183458600954,72,73,72,72,72,3.08567306543901,0,13.6332314458493,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,12.9972649807439,0,22.6200688825613,36,36,36,71,36
"111","US-Ha1","NGS",NA,NA,NA,NA,NA,NA,NA,NA,2.51061969416518,0,21.2129788465584,72,73,72,72,72,1.32973108803424,0,10.9293917635714,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30068278819655,0,17.1972839956355,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,9.78045774400614,0,20.4217597805873,72,73,72,72,72,0.96225292203053,0,7.16675600831813,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,7.22909725448784,0,15.2025755321474,72,73,72,72,72
"112","US-HB2","FT",1.58401861332015,1,15.5112391334747,8,8,7,30,8,8.72383494360303,0,64.352283019566,7,7,7,58,7,5.10252254815083,0,42.994721533952,9,9,9,57,9,5.18024619359226,21,95.6168677409817,72,73,72,72,72,5.90130860005805,4,114.439297346425,72,73,72,72,72,9.77275493760261,0,116.77029502956,72,73,72,72,72,5.95885948144398,0,49.0749502501943,10,10,10,47,10,1.31077275045965,23,11.9074945116416,2,12,8,34,31,16.7630029498153,0,48.2523989363664,10,10,10,49,10,3.54052241268543,0,28.1021831350702,6,6,6,42,6,2.22934462146067,0,17.8271619728318,8,8,8,35,8,16.7055207419924,0,50.2584967419902,6,6,6,45,6
"113","US-HB2","GS",1.98980878316844,0,20.1170759649167,9,9,9,28,9,9.2089963697115,0,67.3019814296993,6,6,6,55,6,6.819582443876,0,49.5971357984553,7,7,7,45,7,2.30097608089386,2,29.6742759936342,8,8,6,46,8,2.88939250810702,3,45.0808280036091,14,14,11,55,14,3.32050260281218,0,48.1708191208132,11,11,11,46,11,6.64042121979352,0,49.0551832856122,9,9,9,39,9,1.9251739792173,21,16.166819734253,2,7,6,36,27,19.1159958796662,0,57.0665668514163,10,10,10,44,10,5.05494884026436,0,42.8626733750349,11,11,11,43,11,2.3275113810164,0,24.2945426307639,11,11,11,29,11,19.1045779888412,0,54.4910107550899,8,8,8,39,8
"114","US-HB2","NGS",3.39156699950779,2,29.2698977555665,0,7,6,28,8,10.2294218506096,0,75.3489100520321,7,7,7,39,7,5.11810350464415,0,45.0117962290361,8,8,8,22,8,7.35018969849204,22,101.183962849378,1,15,3,38,25,7.6805865693823,2,51.4081272295081,3,3,1,18,3,13.1868772519086,0,84.7526452584718,7,7,7,34,7,7.49571917534746,0,43.0176811016372,4,4,4,32,4,3.88033582631743,1,11.2585188878316,3,3,2,7,3,15.017226021453,0,25.1469819900229,2,2,2,13,2,3.61926447982366,0,7.19454455141293,1,1,1,2,1,5.92133955230709,0,29.9150769890785,2,2,2,21,2,18.759371121938,0,18.759371121938,1,1,1,1,1
"115","US-HB3","FT",1.33552202042414,0,20.5849225383518,61,61,61,71,61,7.54631597362535,0,50.2694462498987,72,73,72,72,72,4.91623350278308,0,31.4440229140571,72,73,72,72,72,3.48464473026798,1,50.1841595810284,72,73,72,72,72,3.42562464512293,0,50.9819800798309,72,73,72,72,72,3.8611859082162,0,50.3660498102719,72,73,72,72,72,5.89001777447386,0,37.163353630398,72,73,72,72,72,0.91690600425515,0,12.1906172565302,14,14,14,62,14,17.4477342301292,0,40.9640917944686,40,40,40,70,40,3.22277124019514,0,11.9797702215942,5,5,5,41,5,0.869541613012553,0,3.13230468185812,2,2,2,12,2,14.639751215881,0,29.3912392241454,8,8,8,49,8
"116","US-HB3","GS",1.63905534443551,1,27.2143350160941,37,37,36,70,37,8.88887847108265,0,62.8175746688685,40,40,40,71,40,6.86455652921943,0,38.8903550332461,14,14,14,61,14,3.28843162507165,1,52.1224373996906,72,73,72,72,72,3.7149141608493,0,50.0132219722992,72,73,72,72,72,4.33327032437393,0,51.9923657969912,72,73,72,72,72,8.26493626642207,0,55.4353728789128,18,18,18,69,18,1.38658827471665,0,13.8709315942079,5,5,5,43,5,19.7838312968639,0,50.6033389426274,18,18,18,67,18,5.28346014289313,0,26.751671152178,8,8,8,50,8,1.37037182402415,0,5.79185297596645,3,3,3,18,3,17.4837215860613,0,42.3779305559217,8,8,8,62,8
"117","US-HB3","NGS",2.17889885692796,3,38.1513899010134,43,43,40,67,43,5.90895138221371,0,67.1743168639315,39,39,39,71,39,4.19938610610454,0,53.889721912668,8,8,8,69,8,2.31672729765044,1,43.4755049197297,72,73,72,72,72,2.47993420636762,1,50.5350345160752,72,73,72,72,72,2.48832177718431,1,51.5447729064269,72,73,72,72,72,2.61390199727824,0,18.8337748565844,8,8,8,39,8,1.17409975995898,1,3.45189244521104,2,2,1,4,2,17.2480407781262,0,54.7059979326153,11,11,11,51,11,1.78670312162921,0,1.78670312162921,1,1,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,14.2300346156073,0,33.6817203431842,8,8,8,21,8
"118","US-Hn2","FT",1.70620338701456,15,28.6098631356681,4,21,18,65,33,3.83729916170363,0,64.2806285204274,72,73,72,72,72,2.83750160281633,0,54.3095816014785,72,73,72,72,72,1.90235472666573,2,37.9413156357543,38,38,36,71,38,1.95590937534136,0,31.0469102652556,15,15,15,71,15,3.14629997423525,0,40.3008439472355,72,73,72,72,72,3.130900821129,0,51.364792843745,72,73,72,72,72,1.20512509030492,0,11.2648083315013,5,5,5,17,5,26.5446978321661,0,65.5925432382469,72,73,72,72,72,1.80173440053152,0,23.3969988062028,2,2,2,40,2,1.44651856025717,0,13.0985820190979,4,4,4,16,4,20.5914893265673,0,46.3686388684854,1,1,1,56,1
"119","US-Hn2","GS",1.89719418448516,22,27.4322537662075,7,16,6,53,28,3.8580748763989,0,69.52283502522,59,59,59,71,59,2.92444398712839,0,65.2110154579685,24,24,24,70,24,4.63825065292725,2,84.2817493947533,40,40,38,70,40,3.87200390380208,0,72.3427978843268,72,73,72,72,72,4.736652910473,1,86.4942447583076,72,73,72,72,72,3.18697026626729,0,52.7995321523057,14,14,14,62,14,1.16144513732425,0,3.27853655503756,3,3,3,8,3,29.3053636772463,0,76.6552079488435,1,1,1,61,1,2.28255952706051,11,12.6169338108616,1,1,1,20,12,1.15301842233938,0,4.49197039859762,3,3,3,6,3,25.1115377012528,0,57.4330037553644,1,1,1,50,1
"120","US-Hn2","NGS",4.37272694145228,6,92.0091221141759,57,57,51,70,57,8.0562780442277,0,107.63408253339,72,73,72,72,72,5.91769526002244,0,104.515071136335,72,73,72,72,72,3.52087187253211,23,64.2906093991904,5,10,8,63,31,NA,NA,NA,NA,NA,NA,NA,NA,3.23772752469521,1,12.5064040532173,2,2,1,7,2,6.97372971946803,0,94.5577676900789,65,65,65,71,65,2.6621346533313,3,18.3367134843274,0,4,2,8,5,23.456782253734,0,91.6009443037842,1,1,1,58,1,4.5759612392292,0,59.1066583393878,1,1,1,37,1,2.71289112038792,0,5.36349752309349,1,1,1,3,1,17.4508311726559,0,69.7460327282997,1,1,1,47,1
"121","US-Hn3","FT",NA,NA,NA,NA,NA,NA,NA,NA,4.83962231366179,0,79.5968358087554,30,30,30,70,30,4.82658335069623,0,86.0568523377301,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82789595520574,0,68.8908039848045,15,15,15,62,15,NA,NA,NA,NA,NA,NA,NA,NA,28.2352110835531,0,100.288533501469,1,1,1,64,1,3.80900586152051,0,43.9574299870915,2,2,2,40,2,NA,NA,NA,NA,NA,NA,NA,NA,21.276665564917,0,73.2765579122748,1,1,1,32,1
"122","US-Hn3","GS",NA,NA,NA,NA,NA,NA,NA,NA,5.28227662797407,0,40.951829148244,2,2,2,24,2,6.07604269678267,0,110.778899043865,7,7,7,60,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38460245921701,1,49.9370354107436,7,7,6,30,7,NA,NA,NA,NA,NA,NA,NA,NA,33.3097905968228,0,124.736466382589,1,1,1,54,1,5.06119777784917,0,27.3264447126229,1,1,1,14,1,NA,NA,NA,NA,NA,NA,NA,NA,28.4348644506674,0,83.5986134755102,1,1,1,17,1
"123","US-Hn3","NGS",NA,NA,NA,NA,NA,NA,NA,NA,8.65472307081621,22,138.76637580372,8,19,9,64,31,8.2046928017183,0,171.657732972134,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07552677392563,0,119.608564698498,13,13,13,50,13,NA,NA,NA,NA,NA,NA,NA,NA,26.9158656058811,0,172.020207329226,1,1,1,67,1,6.63530887028203,0,117.387630544048,3,3,3,60,3,NA,NA,NA,NA,NA,NA,NA,NA,20.4519014752196,0,136.288287682979,1,1,1,60,1
